ticket_id,created_at,created_by,email,location,department,category,priority,description,resolution_time_hours,resolved_at,resolution_notes,satisfaction_score
HBIT-10348,2025-08-27 10:28:40.612544,Antonietta Säuberlich,antonietta.säuberlich@hugoboss.com,Filderstadt Logistics Hub,Pattern Making,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.5256097734639185,2025-08-27 11:00:12.807728,"Rebooted terminal, restored network connectivity",5
HBIT-10349,2025-06-21 13:38:23.588999,Geraldine Kostolzin B.A.,geraldine.kostolzin.b.a.@hugoboss.com,Düsseldorf Showroom,Supply Chain,VDI,High,VDI session frozen while working on Adobe Illustrator,1.442474034404235,2025-06-21 15:04:56.495523,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10350,2025-07-03 22:34:21.810103,Annika Wirth,annika.wirth@hugoboss.com,Munich Flagship Store,Product Development,Performance,Medium,Extreme lag in InDesign when opening large design files,11.019073915780046,2025-07-04 09:35:30.476200,"Optimized GPU settings, cleared cache",4
HBIT-10351,2025-06-13 04:02:52.281552,Elsbeth Wilmsen,elsbeth.wilmsen@hugoboss.com,Stuttgart Distribution Center,Supply Chain,Communication,Medium,Outlook not syncing - missing emails from suppliers,16.89609460434136,2025-06-13 20:56:38.222128,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10352,2025-09-09 02:20:34.424025,Dittmar Reichmann,dittmar.reichmann@hugoboss.com,Stuttgart Distribution Center,Marketing,VDI,High,VDI session frozen while working on Browzwear,0.25,2025-09-09 02:31:27.029493,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10353,2025-07-23 23:49:34.527351,Sylvester Graf,sylvester.graf@hugoboss.com,Düsseldorf Showroom,Visual Merchandising,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,2.5930899459648047,2025-07-24 02:25:09.651156,"Restarted SAP connector service, cleared user buffer",4
HBIT-10354,2025-08-03 20:08:21.189990,Kai-Uwe Krebs-Misicher,kai-uwe.krebs-misicher@hugoboss.com,Munich Flagship Store,Marketing,Communication,Medium,Outlook not syncing - missing emails from management,6.15805184118241,2025-08-04 02:17:50.176618,"Recreated Outlook profile, fixed autodiscover",3
HBIT-10355,2025-07-31 17:14:42.831556,Aenne Scholl B.A.,aenne.scholl.b.a.@hugoboss.com,Stuttgart Distribution Center,Supply Chain,VDI,High,VDI session frozen while working on PLM System,2.160736807398356,2025-07-31 19:24:21.484063,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10356,2025-06-15 19:33:12.338738,Senta Trubin,senta.trubin@hugoboss.com,Hamburg Neuer Wall Store,HR,Performance,Medium,Extreme lag in Kaledo when opening large design files,7.864262152392413,2025-06-16 03:25:03.682487,"Optimized GPU settings, cleared cache",5
HBIT-10357,2025-07-11 12:30:55.863923,Riza Beyer,riza.beyer@hugoboss.com,Düsseldorf Showroom,Product Development,VDI,High,VDI session frozen while working on PLM System,0.7268911779216694,2025-07-11 13:14:32.672164,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10358,2025-06-28 12:20:03.506696,Frau Anna Steckel MBA.,frau.anna.steckel.mba.@hugoboss.com,Düsseldorf Showroom,Creative Design,Performance,Medium,Extreme lag in Optitex when opening large design files,3.4990588703007695,2025-06-28 15:50:00.118629,"Optimized GPU settings, cleared cache",4
HBIT-10359,2025-08-21 11:51:23.189104,Edda Zobel,edda.zobel@hugoboss.com,Filderstadt Logistics Hub,Pattern Making,VDI,High,VDI session frozen while working on Browzwear,0.25,2025-08-21 12:03:25.187391,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10360,2025-09-04 12:21:28.811910,Heiko Eckbauer,heiko.eckbauer@hugoboss.com,Metzingen Headquarters,Creative Design,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,1.654344546915507,2025-09-04 14:00:44.452279,"Rebooted terminal, restored network connectivity",4
HBIT-10361,2025-06-14 17:38:36.919806,Zoltan Mälzer,zoltan.mälzer@hugoboss.com,Frankfurt Office,Marketing,Performance,Medium,Extreme lag in Optitex when opening large design files,12.471670797854065,2025-06-15 06:06:54.934678,"Optimized GPU settings, cleared cache",5
HBIT-10362,2025-07-19 20:22:42.408345,Ahmet Rädel B.Sc.,ahmet.rädel.b.sc.@hugoboss.com,Stuttgart Distribution Center,Marketing,VDI,High,VDI session frozen while working on CLO 3D,0.4774177501166909,2025-07-19 20:51:21.112245,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10363,2025-07-26 07:06:28.532444,Dr. Gerd Mielcarek,dr..gerd.mielcarek@hugoboss.com,Düsseldorf Showroom,Product Development,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.6132775075046365,2025-07-26 07:43:16.331471,"Restarted SAP connector service, cleared user buffer",5
HBIT-10364,2025-08-10 23:31:44.841576,Vlado Krause,vlado.krause@hugoboss.com,Metzingen Headquarters,Pattern Making,VDI,High,VDI session frozen while working on PLM System,3.5503353364624664,2025-08-11 03:04:46.048787,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10365,2025-07-11 05:26:35.250245,Andrey Schacht,andrey.schacht@hugoboss.com,Hamburg Neuer Wall Store,Retail Operations,Communication,Medium,Outlook not syncing - missing emails from suppliers,14.012103825209664,2025-07-11 19:27:18.824016,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10366,2025-07-03 16:25:10.888522,Lambert Löchel,lambert.löchel@hugoboss.com,Berlin Kurfürstendamm Store,Marketing,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.6949629664422129,2025-07-03 17:06:52.755201,"Restarted SAP connector service, cleared user buffer",4
HBIT-10367,2025-06-13 02:38:52.377854,Else Keudel,else.keudel@hugoboss.com,Hamburg Neuer Wall Store,Product Development,Performance,Medium,Extreme lag in Optitex when opening large design files,4.298964736571165,2025-06-13 06:56:48.650906,"Optimized GPU settings, cleared cache",5
HBIT-10368,2025-06-14 10:17:52.468808,Katy Schmiedt,katy.schmiedt@hugoboss.com,Düsseldorf Showroom,Product Development,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.758186456991972,2025-06-14 11:03:21.940053,"Restarted SAP connector service, cleared user buffer",4
HBIT-10369,2025-06-27 06:22:15.425708,Gabriel Mohaupt,gabriel.mohaupt@hugoboss.com,Stuttgart Distribution Center,HR,VDI,High,VDI session frozen while working on CLO 3D,7.453425664926763,2025-06-27 13:49:27.758102,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10370,2025-08-08 13:37:32.751515,Frau Marzena Eberth,frau.marzena.eberth@hugoboss.com,Munich Flagship Store,Marketing,Communication,High,Outlook not syncing - missing emails from customers,2.976696007273142,2025-08-08 16:36:08.857141,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10371,2025-07-09 07:50:30.096245,Leon Stumpf,leon.stumpf@hugoboss.com,Filderstadt Logistics Hub,E-Commerce,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.4624807443026506,2025-07-09 08:18:15.026924,"Restarted SAP connector service, cleared user buffer",5
HBIT-10372,2025-06-13 02:10:34.822822,Jasmin Mangold,jasmin.mangold@hugoboss.com,Frankfurt Office,Pattern Making,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.8386485749161057,2025-06-13 03:00:53.957692,"Restarted SAP connector service, cleared user buffer",3
HBIT-10373,2025-08-11 02:20:30.420613,Zofia Wirth,zofia.wirth@hugoboss.com,Stuttgart Distribution Center,Visual Merchandising,Communication,Medium,Outlook not syncing - missing emails from suppliers,6.668182971900721,2025-08-11 09:00:35.879312,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10374,2025-06-14 13:57:20.993330,Ing. Magrit Jacob,ing..magrit.jacob@hugoboss.com,Filderstadt Logistics Hub,E-Commerce,VDI,High,VDI session frozen while working on CLO 3D,3.222164663631781,2025-06-14 17:10:40.786119,Increased VDI memory allocation from 8GB to 16GB,3
HBIT-10375,2025-08-23 23:44:55.722654,Linus Caspar,linus.caspar@hugoboss.com,Hamburg Neuer Wall Store,Product Development,Communication,Medium,Outlook not syncing - missing emails from retail stores,5.533430371644472,2025-08-24 05:16:56.071992,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10376,2025-06-27 10:51:05.065218,Reimund Rose,reimund.rose@hugoboss.com,Stuttgart Distribution Center,Marketing,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.5716740563939446,2025-06-27 11:25:23.091821,"Restarted SAP connector service, cleared user buffer",5
HBIT-10377,2025-09-06 16:55:54.897385,Ing. Susana Tlustek,ing..susana.tlustek@hugoboss.com,Metzingen Headquarters,Finance,VDI,High,VDI session frozen while working on Adobe Illustrator,1.5867258822457853,2025-09-06 18:31:07.110561,Increased VDI memory allocation from 8GB to 16GB,3
HBIT-10378,2025-06-16 09:44:50.830550,Krystyna Neureuther,krystyna.neureuther@hugoboss.com,Hamburg Neuer Wall Store,Pattern Making,VDI,High,VDI session frozen while working on CLO 3D,2.3088264163173444,2025-06-16 12:03:22.605649,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10379,2025-08-09 04:01:40.324269,Univ.Prof. Kata Trupp,univ.prof..kata.trupp@hugoboss.com,Filderstadt Logistics Hub,Pattern Making,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,1.1106417986668007,2025-08-09 05:08:18.634744,"Restarted SAP connector service, cleared user buffer",4
HBIT-10380,2025-06-16 08:46:16.600323,Viktoria Seip B.A.,viktoria.seip.b.a.@hugoboss.com,Frankfurt Office,Pattern Making,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.3659901391351573,2025-06-16 09:08:14.164824,"Restarted SAP connector service, cleared user buffer",4
HBIT-10381,2025-06-22 00:53:00.646693,Erkan Ehlert-Heydrich,erkan.ehlert-heydrich@hugoboss.com,Filderstadt Logistics Hub,Creative Design,VDI,High,VDI session frozen while working on PLM System,2.126331276416689,2025-06-22 03:00:35.439288,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10382,2025-07-08 19:52:40.212860,Antoinette Hornig,antoinette.hornig@hugoboss.com,Metzingen Headquarters,Retail Operations,VDI,High,VDI session frozen while working on CLO 3D,1.3422930786039478,2025-07-08 21:13:12.467943,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10383,2025-07-04 04:20:01.996251,Dr. Wolf Huhn,dr..wolf.huhn@hugoboss.com,Hamburg Neuer Wall Store,Visual Merchandising,Communication,Medium,Outlook not syncing - missing emails from suppliers,7.189390926554776,2025-07-04 11:31:23.803587,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10384,2025-07-02 12:08:06.263438,Sylwia Dehmel,sylwia.dehmel@hugoboss.com,Hamburg Neuer Wall Store,HR,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,0.25,2025-07-02 12:20:15.549445,"Rebooted terminal, restored network connectivity",4
HBIT-10385,2025-07-12 23:09:48.719227,Peggy Hornich,peggy.hornich@hugoboss.com,Düsseldorf Showroom,Finance,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,1.7823720626442559,2025-07-13 00:56:45.258653,"Rebooted terminal, restored network connectivity",4
HBIT-10386,2025-06-16 06:54:58.218709,Matteo Eigenwillig,matteo.eigenwillig@hugoboss.com,Berlin Kurfürstendamm Store,Supply Chain,VDI,High,VDI session frozen while working on Adobe Illustrator,1.7707287514237324,2025-06-16 08:41:12.842214,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10387,2025-07-05 01:33:25.233265,Janette Tschentscher,janette.tschentscher@hugoboss.com,Berlin Kurfürstendamm Store,E-Commerce,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,1.004721597822635,2025-07-05 02:33:42.231017,"Restarted SAP connector service, cleared user buffer",4
HBIT-10388,2025-08-07 04:17:47.865826,Dr. Maja Hermighausen,dr..maja.hermighausen@hugoboss.com,Frankfurt Office,Marketing,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.25,2025-08-07 04:26:50.996348,"Restarted SAP connector service, cleared user buffer",5
HBIT-10389,2025-06-18 13:26:43.511050,Milan Hermann-Patberg,milan.hermann-patberg@hugoboss.com,Munich Flagship Store,Product Development,VDI,High,VDI session frozen while working on CLO 3D,3.061346319057086,2025-06-18 16:30:24.357799,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10390,2025-06-16 19:18:03.756079,Almut Roht-Kroker,almut.roht-kroker@hugoboss.com,Metzingen Headquarters,E-Commerce,Performance,High,Extreme lag in Optitex when opening large design files,4.0415916936642615,2025-06-16 23:20:33.486176,"Optimized GPU settings, cleared cache",4
HBIT-10391,2025-09-07 12:13:44.960819,Wojciech Beckmann,wojciech.beckmann@hugoboss.com,Metzingen Headquarters,E-Commerce,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.3757957657225976,2025-09-07 12:36:17.825576,"Restarted SAP connector service, cleared user buffer",5
HBIT-10392,2025-09-05 04:27:38.824915,Miroslav Ebert-Säuberlich,miroslav.ebert-säuberlich@hugoboss.com,Berlin Kurfürstendamm Store,Marketing,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,0.25,2025-09-05 04:29:09.243683,"Rebooted terminal, restored network connectivity",5
HBIT-10393,2025-07-11 17:49:38.144147,Prof. Heinz Zänker MBA.,prof..heinz.zänker.mba.@hugoboss.com,Metzingen Headquarters,Retail Operations,Communication,High,Outlook not syncing - missing emails from management,3.226494309772717,2025-07-11 21:03:13.523662,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10394,2025-07-05 20:03:35.849465,Anthony Hecker,anthony.hecker@hugoboss.com,Hamburg Neuer Wall Store,Product Development,VDI,High,VDI session frozen while working on CLO 3D,1.010110030154968,2025-07-05 21:04:12.245574,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10395,2025-07-04 19:35:30.495407,Therese Reuter,therese.reuter@hugoboss.com,Hamburg Neuer Wall Store,Finance,Performance,High,Extreme lag in Kaledo when opening large design files,2.267467021962729,2025-07-04 21:51:33.376686,"Optimized GPU settings, cleared cache",4
HBIT-10396,2025-06-17 15:23:52.339691,Edwin Jessel B.Sc.,edwin.jessel.b.sc.@hugoboss.com,Filderstadt Logistics Hub,Finance,Performance,High,Extreme lag in InDesign when opening large design files,0.8158010192577398,2025-06-17 16:12:49.223360,"Optimized GPU settings, cleared cache",4
HBIT-10397,2025-06-25 06:57:24.716114,Sergei Rörricht,sergei.rörricht@hugoboss.com,Munich Flagship Store,Product Development,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.6398502666162532,2025-06-25 07:35:48.177074,"Restarted SAP connector service, cleared user buffer",5
HBIT-10398,2025-09-09 00:18:04.275303,Henning Matthäi-Dowerg,henning.matthäi-dowerg@hugoboss.com,Metzingen Headquarters,Finance,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,0.8195863491222286,2025-09-09 01:07:14.786160,"Rebooted terminal, restored network connectivity",3
HBIT-10399,2025-06-13 13:13:03.618376,Dr. Halina Thies,dr..halina.thies@hugoboss.com,Metzingen Headquarters,HR,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.9560332869922475,2025-06-13 14:10:25.338209,"Rebooted terminal, restored network connectivity",4
HBIT-10400,2025-06-13 02:22:49.479199,Hildegund Hamann,hildegund.hamann@hugoboss.com,Filderstadt Logistics Hub,Product Development,Performance,Medium,Extreme lag in InDesign when opening large design files,5.941382561106603,2025-06-13 08:19:18.456419,"Optimized GPU settings, cleared cache",5
HBIT-10401,2025-07-07 00:46:05.056702,Hansjörg Stadelmann,hansjörg.stadelmann@hugoboss.com,Frankfurt Office,Creative Design,Performance,Medium,Extreme lag in Photoshop when opening large design files,1.8621454176776648,2025-07-07 02:37:48.780206,"Optimized GPU settings, cleared cache",5
HBIT-10402,2025-07-31 06:49:02.524136,Traude Beckmann-Schulz,traude.beckmann-schulz@hugoboss.com,Stuttgart Distribution Center,E-Commerce,Performance,Medium,Extreme lag in Optitex when opening large design files,3.985647151224006,2025-07-31 10:48:10.853880,"Optimized GPU settings, cleared cache",4
HBIT-10403,2025-07-10 01:31:35.588484,Dr. Patric Rose B.Eng.,dr..patric.rose.b.eng.@hugoboss.com,Düsseldorf Showroom,Creative Design,VDI,High,VDI session frozen while working on CLO 3D,0.7992020673862227,2025-07-10 02:19:32.715927,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10404,2025-07-22 05:42:30.180662,Alan Hövel,alan.hövel@hugoboss.com,Filderstadt Logistics Hub,E-Commerce,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,1.1625759906527584,2025-07-22 06:52:15.454228,"Rebooted terminal, restored network connectivity",4
HBIT-10405,2025-06-13 23:49:33.257218,Leonard Barth,leonard.barth@hugoboss.com,Frankfurt Office,Retail Operations,VDI,High,VDI session frozen while working on PLM System,1.2078774420569236,2025-06-14 01:02:01.616009,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10406,2025-08-11 00:43:11.519312,Luzia Zimmer B.Sc.,luzia.zimmer.b.sc.@hugoboss.com,Filderstadt Logistics Hub,Supply Chain,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,0.4946215750217028,2025-08-11 01:12:52.156982,"Rebooted terminal, restored network connectivity",4
HBIT-10407,2025-06-13 18:33:16.201500,Geza Klemm,geza.klemm@hugoboss.com,Stuttgart Distribution Center,Pattern Making,Communication,Medium,Outlook not syncing - missing emails from retail stores,8.265111702944449,2025-06-14 02:49:10.603631,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10408,2025-06-24 18:31:20.658269,Frau Evi Holzapfel B.Sc.,frau.evi.holzapfel.b.sc.@hugoboss.com,Hamburg Neuer Wall Store,Creative Design,Communication,High,Outlook not syncing - missing emails from retail stores,0.976639357100956,2025-06-24 19:29:56.559955,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10409,2025-06-29 16:48:40.575520,Leokadia Gröttner,leokadia.gröttner@hugoboss.com,Stuttgart Distribution Center,Product Development,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,0.5457981860844646,2025-06-29 17:21:25.448990,"Rebooted terminal, restored network connectivity",3
HBIT-10410,2025-08-14 23:42:56.927265,Alexandre Benthin B.Eng.,alexandre.benthin.b.eng.@hugoboss.com,Stuttgart Distribution Center,Supply Chain,Performance,Medium,Extreme lag in Kaledo when opening large design files,1.916272664270253,2025-08-15 01:37:55.508856,"Optimized GPU settings, cleared cache",5
